"PVWatts Hourly PV Performance Data"
"Requested Location","94568, USA"
"Location","Lat, Lng: 37.69, -121.9"
"Latitude (DD)","37.69"
"Longitude (DD)","-121.90"
"Elevation (m)","100.84999847412"
"DC System Size (kW)","34.5"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","28","20","0","0","9","0.9","0.13","0","9","0","0"
"2","28","21","0","0","8","0.8","0.13","0","8","0","0"
"2","28","22","0","0","8","0.8","0.13","0","8","0","0"
"2","28","23","0","0","8","0.8","0.13","0","8","0","0"
"3","1","0","0","0","8","0.8","0.13","0","8","0","0"
"3","1","1","0","0","8","0.7","0.13","0","8","0","0"
"3","1","2","0","0","8","0.6","0.13","0","8","0","0"
"3","1","3","0","0","8","0.6","0.13","0","8","0","0"
"3","1","4","0","0","8","0.6","0.13","0","8","0","0"
"3","1","5","0","0","8","0.6","0.13","0","8","0","0"
"3","1","6","0","0","9","0.6","0.13","0","9","0","0"
"3","1","7","419","49","11","0.9","0.13","161.613","15.885","4226.864","3940.347"
"3","1","8","677","79","13","1.4","0.13","412.822","24.489","12320.491","11747.184"
"3","1","9","796","96","16","1.8","0.13","639.382","32.302","18645.727","17848.292"
"3","1","10","872","100","18","2.1","0.13","819.54","37.611","23215.21","22255.86"
"3","1","11","905","104","19","2.3","0.13","921.634","40.187","25695.594","24648.354"
"3","1","12","914","104","20","2.3","0.13","949.193","41.814","26252.07","25185.112"
"3","1","13","904","100","21","2.2","0.13","896.777","42.024","24858.556","23840.975"
"3","1","14","871","92","21","1.8","0.13","772.934","40.679","21691.376","20786.022"
"3","1","15","801","81","20","1.3","0.13","578.338","36.5","16641.256","15914.847"
"3","1","16","399","94","17","1","0.13","264.645","25.066","7631.559","7224.4"
"3","1","17","335","29","15","1","0.13","92.176","17.548","1951","1745.125"
"3","1","18","0","0","13","1.1","0.13","0","13","0","0"
"3","1","19","0","0","13","0.9","0.13","0","13","0","0"
"3","1","20","0","0","12","0.8","0.13","0","12","0","0"
"3","1","21","0","0","12","0.8","0.13","0","12","0","0"
"3","1","22","0","0","12","0.8","0.13","0","12","0","0"
"3","1","23","0","0","12","0.9","0.13","0","12","0","0"
"3","2","0","0","0","12","1","0.13","0","12","0","0"
"3","2","1","0","0","11","1","0.13","0","11","0","0"
"3","2","2","0","0","11","1","0.13","0","11","0","0"
"3","2","3","0","0","11","1.1","0.13","0","11","0","0"
"3","2","4","0","0","10","1.2","0.13","0","10","0","0"
"3","2","5","0","0","10","1.2","0.13","0","10","0","0"
"3","2","6","0","0","10","1.1","0.13","0","10","0","0"
"3","2","7","50","59","12","1.3","0.13","70.661","13.982","1960.126","1753.928"
"3","2","8","113","144","14","1.7","0.13","201.982","19.248","6001.062","5651.678"
"3","2","9","271","215","17","1.7","0.13","410.336","27.657","11994.404","11432.652"
"3","2","10","396","254","18","1.5","0.13","592.97","34.069","16886.751","16151.644"
"3","2","11","394","294","18","1.4","0.13","669.453","36.533","18794.834","17992.115"
"3","2","12","186","346","18","1.7","0.13","534.262","31.809","15154.5","14480.773"
"3","2","13","295","310","19","1.9","0.13","591.878","33.688","16773.321","16042.233"
"3","2","14","322","252","18","2","0.13","516.88","30.592","14914.174","14248.962"
"3","2","15","270","189","17","1.8","0.13","364.942","26.288","10740.117","10222.809"
"3","2","16","0","8","14","1.3","0.13","7.383","14.21","193.863","50.251"
"3","2","17","27","33","12","1.2","0.13","36.884","13.034","919.979","750.638"
"3","2","18","0","0","12","1.5","0.13","0","12","0","0"
"3","2","19","0","0","11","2.2","0.13","0","11","0","0"
"3","2","20","0","0","11","2.4","0.13","0","11","0","0"
"3","2","21","0","0","11","1.9","0.13","0","11","0","0"
"3","2","22","0","0","10","1.5","0.13","0","10","0","0"
"3","2","23","0","0","9","1.2","0.13","0","9","0","0"
"3","3","0","0","0","9","1.1","0.13","0","9","0","0"
"3","3","1","0","0","8","1","0.13","0","8","0","0"
"3","3","2","0","0","8","1","0.13","0","8","0","0"
"3","3","3","0","0","8","1.1","0.13","0","8","0","0"
"3","3","4","0","0","8","1.2","0.13","0","8","0","0"
"3","3","5","0","0","8","1.3","0.13","0","8","0","0"
"3","3","6","0","0","9","1.9","0.13","0","9","0","0"
"3","3","7","0","18","11","2.7","0.13","16.62","11.353","451.382","298.645"
"3","3","8","174","145","12","3","0.13","232.212","16.716","7007.486","6622.44"
"3","3","9","114","228","13","3.1","0.13","312.606","19.228","9331.915","8864.506"
"3","3","10","399","256","14","3","0.13","598.459","26.122","17570.542","16811.205"
"3","3","11","866","112","15","3","0.13","907.041","33.389","25950.634","24894.356"
"3","3","12","875","112","16","2.9","0.13","926.979","35.111","26313.093","25243.973"
"3","3","13","834","123","16","2.8","0.13","871.327","34.284","24873.373","23855.267"
"3","3","14","799","114","15","2.8","0.13","745.264","30.663","21723.81","20817.306"
"3","3","15","726","99","14","2.8","0.13","556.611","25.726","16668.488","15941.114"
"3","3","16","573","78","13","2.5","0.13","321.166","20.089","9482.789","9010.033"
"3","3","17","234","37","10","2.3","0.13","82.867","11.771","1927.91","1722.853"
"3","3","18","0","0","8","2.5","0.13","0","8","0","0"
"3","3","19","0","0","8","2.7","0.13","0","8","0","0"
"3","3","20","0","0","8","2.5","0.13","0","8","0","0"
"3","3","21","0","0","7","2.1","0.13","0","7","0","0"
"3","3","22","0","0","7","1.6","0.13","0","7","0","0"
"3","3","23","0","0","6","1.1","0.13","0","6","0","0"
"3","4","0","0","0","6","0.8","0.13","0","6","0","0"
"3","4","1","0","0","5","0.8","0.13","0","5","0","0"
"3","4","2","0","0","5","1","0.13","0","5","0","0"
"3","4","3","0","0","5","1.2","0.13","0","5","0","0"
"3","4","4","0","0","5","1.3","0.13","0","5","0","0"
"3","4","5","0","0","5","1.4","0.13","0","5","0","0"
"3","4","6","0","0","6","2.1","0.13","0","6","0","0"
"3","4","7","0","14","7","2.8","0.13","12.921","7.27","354.148","204.856"
"3","4","8","0","26","9","2.7","0.13","24.031","9.513","680.713","519.85"
"3","4","9","0","103","11","2.3","0.13","95.992","13.2","2805.14","2569"
"3","4","10","9","210","12","1.9","0.13","207.801","17.146","6092.904","5740.265"
"3","4","11","183","341","14","1.6","0.13","522.321","27.8","15051.148","14381.083"
"3","4","12","906","112","15","1.6","0.13","957.514","40.39","26601.066","25521.741"
"3","4","13","895","108","15","1.9","0.13","903.797","37.494","25478.974","24439.41"
"3","4","14","856","102","15","2.2","0.13","777.559","33.251","22442.691","21510.715"
"3","4","15","780","91","14","2.4","0.13","580.25","27.141","17295.488","16545.897"
"3","4","16","225","113","12","2.3","0.13","210.686","16.835","6261.765","5903.143"
"3","4","17","288","36","9","1.8","0.13","91.701","11.159","2125.347","1913.295"
"3","4","18","0","0","7","1.4","0.13","0","7","0","0"
"3","4","19","0","0","6","1.1","0.13","0","6","0","0"
"3","4","20","0","0","5","0.9","0.13","0","5","0","0"
"3","4","21","0","0","5","0.9","0.13","0","5","0","0"
"3","4","22","0","0","5","0.9","0.13","0","5","0","0"
"3","4","23","0","0","5","1","0.13","0","5","0","0"
"3","5","0","0","0","4","1","0.13","0","4","0","0"
"3","5","1","0","0","4","1.1","0.13","0","4","0","0"
"3","5","2","0","0","4","1.1","0.13","0","4","0","0"
"3","5","3","0","0","4","1.2","0.13","0","4","0","0"
"3","5","4","0","0","4","1.3","0.13","0","4","0","0"
"3","5","5","0","0","4","1.4","0.13","0","4","0","0"
"3","5","6","0","0","5","2","0.13","0","5","0","0"
"3","5","7","109","65","7","2.5","0.13","94.719","9.064","2682.394","2450.603"
"3","5","8","281","140","9","2.6","0.13","284.396","15.196","8700.14","8255.117"
"3","5","9","838","93","11","2.7","0.13","673.934","25.437","20156.309","19305.348"
"3","5","10","852","119","13","2.9","0.13","833.996","30.214","24262.927","23266.452"
"3","5","11","896","117","14","3.3","0.13","944.132","32.218","27100.379","26003.362"
"3","5","12","910","114","15","3.6","0.13","965.567","32.773","27624.928","26509.324"
"3","5","13","890","114","15","3.9","0.13","914.094","31.097","26397.347","25325.241"
"3","5","14","373","248","14","4","0.13","552.759","23.587","16399.162","15681.331"
"3","5","15","784","92","13","4.1","0.13","584.962","23.048","17703.706","16939.65"
"3","5","16","351","102","11","3.7","0.13","255.106","15.618","7646.658","7238.963"
"3","5","17","289","38","9","3.4","0.13","93.547","10.653","2197.647","1983.033"
"3","5","18","0","0","8","3.8","0.13","0","8","0","0"
"3","5","19","0","0","8","4.4","0.13","0","8","0","0"
"3","5","20","0","0","8","4.7","0.13","0","8","0","0"
"3","5","21","0","0","8","4.7","0.13","0","8","0","0"
"3","5","22","0","0","9","4.7","0.13","0","9","0","0"
"3","5","23","0","0","9","4.9","0.13","0","9","0","0"
"3","6","0","0","0","9","5.1","0.13","0","9","0","0"
"3","6","1","0","0","9","4.8","0.13","0","9","0","0"
"3","6","2","0","0","10","4.4","0.13","0","10","0","0"
"3","6","3","0","0","9","4.4","0.13","0","9","0","0"
"3","6","4","0","0","9","4.1","0.13","0","9","0","0"
"3","6","5","0","0","8","3.3","0.13","0","8","0","0"
"3","6","6","0","0","8","2.7","0.13","0","8","0","0"
"3","6","7","10","64","9","2.6","0.13","63.399","10.372","1829.646","1628.071"
"3","6","8","247","146","10","2.7","0.13","274.837","15.881","8374.819","7941.323"
"3","6","9","175","236","10","2.8","0.13","362.426","17.6","10933.391","10409.235"
"3","6","10","132","304","11","2.8","0.13","425.118","19.89","12618.587","12034.717"
"3","6","11","30","287","12","2.7","0.13","315.414","18.696","9261.283","8796.376"
"3","6","12","194","357","13","2.5","0.13","553.936","25.209","16107.061","15399.581"
"3","6","13","115","339","13","2.5","0.13","445.622","22.821","13037.319","12438.612"
"3","6","14","167","282","12","2.4","0.13","422.05","21.497","12501.476","11921.756"
"3","6","15","253","199","11","2.2","0.13","365.901","19.584","11030.257","10502.669"
"3","6","16","120","122","10","1.5","0.13","173.367","14.699","5179.58","4859.304"
"3","6","17","2","36","8","1","0.13","34.281","9.03","928.514","758.87"
"3","6","18","0","0","6","0.9","0.13","0","6","0","0"
"3","6","19","0","0","6","1","0.13","0","6","0","0"
"3","6","20","0","0","6","0.9","0.13","0","6","0","0"
"3","6","21","0","0","6","0.7","0.13","0","6","0","0"
"3","6","22","0","0","6","0.5","0.13","0","6","0","0"
"3","6","23","0","0","7","0.5","0.13","0","7","0","0"
"3","7","0","0","0","6","0.5","0.13","0","6","0","0"
"3","7","1","0","0","6","0.6","0.13","0","6","0","0"
"3","7","2","0","0","6","0.5","0.13","0","6","0","0"
"3","7","3","0","0","6","0.6","0.13","0","6","0","0"
"3","7","4","0","0","6","0.7","0.13","0","6","0","0"
"3","7","5","0","0","5","0.8","0.13","0","5","0","0"
"3","7","6","0","0","6","1","0.13","0","0","0","0"
"3","7","7","86","70","8","1.5","0.13","94.087","10.522","2683.696","2451.859"
"3","7","8","329","138","9","1.8","0.13","307.06","16.822","9366.762","8898.117"
"3","7","9","757","118","10","1.9","0.13","652.696","26.284","19419.205","18594.362"
"3","7","10","834","123","11","1.9","0.13","828.35","31.625","23950.445","22965.043"
"3","7","11","331","326","12","2","0.13","651.167","27.824","18848.31","18043.697"
"3","7","12","34","303","11","1.8","0.13","336.468","19.496","9852.417","9366.564"
"3","7","13","179","338","11","1.5","0.13","511.177","24.81","14899.281","14234.597"
"3","7","14","54","263","11","1","0.13","305.459","20.303","8983.976","8528.895"
"3","7","15","12","170","10","0.5","0.13","169.472","15.923","5020.195","4705.567"
"3","7","16","0","47","10","0.3","0.13","43.487","11.617","1253.621","1072.457"
"3","7","17","196","45","9","0.5","0.13","84.647","11.811","2088.853","1878.093"
"3","7","18","0","0","8","0.7","0.13","0","8","0","0"
"3","7","19","0","0","7","0.8","0.13","0","7","0","0"
"3","7","20","0","0","7","0.8","0.13","0","7","0","0"
"3","7","21","0","0","7","0.8","0.13","0","7","0","0"
"3","7","22","0","0","7","0.7","0.13","0","7","0","0"
"3","7","23","0","0","7","0.7","0.13","0","7","0","0"
"3","8","0","0","0","7","0.6","0.13","0","7","0","0"
"3","8","1","0","0","6","0.6","0.13","0","6","0","0"
"3","8","2","0","0","6","0.7","0.13","0","6","0","0"
"3","8","3","0","0","6","0.9","0.13","0","6","0","0"
"3","8","4","0","0","5","1","0.13","0","5","0","0"
"3","8","5","0","0","5","1.1","0.13","0","5","0","0"
"3","8","6","0","0","6","1.4","0.13","0","0","0","0"
"3","8","7","457","57","8","2.2","0.13","188.358","12.293","5174.749","4854.645"
"3","8","8","690","85","10","2.9","0.13","439.599","19.102","13460.143","12846.453"
"3","8","9","811","98","12","3.4","0.13","668.355","24.732","20015.636","19169.659"
"3","8","10","880","103","14","3.9","0.13","846.916","28.924","24746.094","23732.499"
"3","8","11","467","281","15","4.2","0.13","737.066","27.402","21426.848","20530.866"
"3","8","12","88","351","15","4.5","0.13","437.994","22.051","12795.788","12205.64"
"3","8","13","912","102","15","4.8","0.13","919.825","29.314","26734.055","25650.018"
"3","8","14","877","96","14","4.9","0.13","793.422","26.208","23501.53","22532.034"
"3","8","15","803","87","12","4.9","0.13","594.817","21.174","18120.785","17341.95"
"3","8","16","653","73","10","4.4","0.13","352.045","15.763","10611.79","10099.029"
"3","8","17","315","40","8","3.7","0.13","101.192","9.716","2430.35","2207.49"
"3","8","18","0","0","8","3.5","0.13","0","8","0","0"
"3","8","19","0","0","8","3.6","0.13","0","8","0","0"
"3","8","20","0","0","7","3.4","0.13","0","7","0","0"
"3","8","21","0","0","7","2.8","0.13","0","7","0","0"
"3","8","22","0","0","6","2.2","0.13","0","6","0","0"
"3","8","23","0","0","5","1.9","0.13","0","5","0","0"
"3","9","0","0","0","5","1.7","0.13","0","5","0","0"
"3","9","1","0","0","5","1.5","0.13","0","5","0","0"
"3","9","2","0","0","6","1.4","0.13","0","6","0","0"
"3","9","3","0","0","6","1.2","0.13","0","6","0","0"
"3","9","4","0","0","6","1.1","0.13","0","6","0","0"
"3","9","5","0","0","6","1.1","0.13","0","6","0","0"
"3","9","6","0","0","6","1.5","0.13","0","0","0","0"
"3","9","7","506","55","8","1.8","0.13","201.136","12.97","5520.377","5188.025"
"3","9","8","738","78","10","2","0.13","457.006","21.189","13906.895","13277.375"
"3","9","9","849","90","13","2.3","0.13","688.193","28.862","20291.769","19436.008"
"3","9","10","915","94","14","2.7","0.13","863.196","32.448","24883.488","23865.024"
"3","9","11","946","97","15","3.1","0.13","970.623","34.347","27609.516","26494.458"
"3","9","12","957","97","16","3.5","0.13","999.293","34.677","28346.227","27205.065"
"3","9","13","950","94","17","3.6","0.13","946.488","34.431","26962.898","25870.753"
"3","9","14","926","87","17","3.6","0.13","818.495","32.097","23707.787","22730.983"
"3","9","15","869","77","16","3","0.13","625.747","28.739","18538.483","17744.848"
"3","9","16","746","62","14","1.9","0.13","378.64","23.398","11103.288","10573.111"
"3","9","17","454","35","11","1.3","0.13","121.328","14.183","2784.042","2548.649"
"3","9","18","0","0","8","1.2","0.13","0","8","0","0"
"3","9","19","0","0","7","1.1","0.13","0","7","0","0"
"3","9","20","0","0","7","1.1","0.13","0","7","0","0"
"3","9","21","0","0","6","1.2","0.13","0","6","0","0"
"3","9","22","0","0","6","1.1","0.13","0","6","0","0"
"3","9","23","0","0","6","1","0.13","0","6","0","0"
"3","10","0","0","0","6","1","0.13","0","6","0","0"
"3","10","1","0","0","6","1.1","0.13","0","6","0","0"
"3","10","2","0","0","6","1.1","0.13","0","6","0","0"
"3","10","3","0","0","5","1.1","0.13","0","5","0","0"
"3","10","4","0","0","5","1","0.13","0","5","0","0"
"3","10","5","0","0","5","0.8","0.13","0","5","0","0"
"3","10","6","0","0","6","0.7","0.13","0","0","0","0"
"3","10","7","547","58","8","0.8","0.13","216.982","14.801","5943.552","5596.205"
"3","10","8","773","81","10","0.9","0.13","479.852","25.115","14404.15","13757.01"
"3","10","9","873","96","13","1.1","0.13","713.672","34.331","20592.741","19726.315"
"3","10","10","652","182","15","1.5","0.13","750.378","35.345","21318.276","20426.142"
"3","10","11","939","113","16","1.9","0.13","983.992","40.471","27297.495","26193.494"
"3","10","12","557","258","17","2.1","0.13","808.523","36.273","22706.231","21764.916"
"3","10","13","911","118","18","2.1","0.13","946.095","40.601","26275.016","25207.245"
"3","10","14","874","110","18","1.8","0.13","809.194","38.585","22824.213","21878.718"
"3","10","15","812","94","17","1.5","0.13","609.952","33.606","17710.37","16946.078"
"3","10","16","693","71","15","1.1","0.13","367.767","25.938","10682.259","10167.001"
"3","10","17","401","38","12","1","0.13","115.125","15.274","2677.501","2445.883"
"3","10","18","0","0","10","1.1","0.13","0","10","0","0"
"3","10","19","0","0","8","1.1","0.13","0","8","0","0"
"3","10","20","0","0","7","1.1","0.13","0","7","0","0"
"3","10","21","0","0","7","1.1","0.13","0","7","0","0"
"3","10","22","0","0","7","1.1","0.13","0","7","0","0"
"3","10","23","0","0","6","1.1","0.13","0","6","0","0"
"3","11","0","0","0","6","1.1","0.13","0","6","0","0"
"3","11","1","0","0","6","1.1","0.13","0","6","0","0"
"3","11","2","0","0","6","1","0.13","0","6","0","0"
"3","11","3","0","0","6","0.8","0.13","0","6","0","0"
"3","11","4","0","0","7","0.6","0.13","0","7","0","0"
"3","11","5","0","0","7","0.5","0.13","0","7","0","0"
"3","11","6","0","0","8","0.4","0.13","0","0","0","0"
"3","11","7","513","58","10","0.4","0.13","209.149","17.351","5696.267","5357.683"
"3","11","8","725","84","13","0.4","0.13","462.31","29.743","13625.845","13006.284"
"3","11","9","825","100","16","0.7","0.13","687.316","38.796","19471.736","18645.032"
"3","11","10","879","110","18","1.3","0.13","861.032","42.467","23827.62","22846.57"
"3","11","11","890","122","19","1.6","0.13","957.961","44.392","26150.315","25086.963"
"3","11","12","887","129","19","1.7","0.13","979.96","44.407","26709.272","25626.114"
"3","11","13","874","125","19","1.7","0.13","922.583","42.935","25378.256","24342.261"
"3","11","14","844","115","20","1.7","0.13","792.528","40.593","22166.83","21244.628"
"3","11","15","782","99","19","1.5","0.13","597.683","35.269","17228.385","16481.172"
"3","11","16","640","80","17","1.1","0.13","355.904","27.588","10272.343","9771.61"
"3","11","17","350","42","13","1","0.13","110.069","16.154","2602.687","2373.721"
"3","11","18","0","0","11","1.1","0.13","0","11","0","0"
"3","11","19","0","0","10","1","0.13","0","10","0","0"
"3","11","20","0","0","9","1","0.13","0","9","0","0"
"3","11","21","0","0","8","1","0.13","0","8","0","0"
"3","11","22","0","0","8","1","0.13","0","8","0","0"
"3","11","23","0","0","8","1","0.13","0","8","0","0"
"3","12","0","0","0","7","1","0.13","0","7","0","0"
"3","12","1","0","0","7","1","0.13","0","7","0","0"
"3","12","2","0","0","7","1","0.13","0","7","0","0"
"3","12","3","0","0","7","0.9","0.13","0","7","0","0"
"3","12","4","0","0","7","0.8","0.13","0","7","0","0"
"3","12","5","0","0","7","0.8","0.13","0","7","0","0"
"3","12","6","0","0","8","1","0.13","0","0","0","0"
"3","12","7","497","63","10","1.2","0.13","211.135","15.999","5818.529","5475.613"
